id,sample,q_result,new_q_result,final_q_result,next_yr_ver_q_result
0,2.38762352448933,3,3.0,3.0,2
1,3.7677922888975135,4,,4.0,3
2,2.7696694374122064,3,3.0,3.0,3
3,2.361603456951812,3,3.0,3.0,2
4,1.6531454732864979,2,,2.0,2
5,3.114477884830828,4,4.0,4.0,3
6,1.7265575975059195,2,2.0,2.0,2
7,6.670573239097971,4,,4.0,5
8,9.944736546161442,4,,4.0,5
9,1.45080630270676,2,,2.0,2
10,4.706688419907505,4,,4.0,4
11,2.258022328609765,3,3.0,3.0,2
12,2.5182985402164686,3,3.0,3.0,3
13,7.7947624617763225,4,,4.0,5
14,0.2210560647385436,1,,1.0,1
15,0.27348308735700144,1,,1.0,1
16,0.06127676005267485,1,,1.0,1
17,5.362463038844664,4,,4.0,4
18,4.517352695595647,4,,4.0,4
19,6.120942842836652,4,,4.0,4
20,11.535665514500547,4,,4.0,5
21,4.815718676850437,4,,4.0,4
22,1.8567883758389057,2,2.0,2.0,2
23,4.549607930640455,4,,4.0,4
24,0.37762323549162835,1,,1.0,1
25,3.0642956591762185,4,4.0,4.0,3
26,0.4641890481829356,1,,1.0,1
27,8.683261349074577,4,,4.0,5
28,2.2134818349331757,3,3.0,3.0,2
29,1.6066971549022688,2,,2.0,2
30,0.9218410592713613,1,1.0,1.0,1
31,4.464764516180205,4,,4.0,3
32,1.827247248909255,2,2.0,2.0,2
33,2.5210041206028357,3,3.0,3.0,3
34,0.056905714987151676,1,,1.0,1
35,2.884142787584578,3,3.0,3.0,3
36,2.8409900335313343,3,3.0,3.0,3
37,2.8786439181877075,3,3.0,3.0,3
38,8.63374523622307,4,,4.0,5
39,3.4354168759511285,4,4.0,4.0,3
40,1.3365554781937177,2,,2.0,2
41,1.7235972262724495,2,2.0,2.0,2
42,3.5883234034001106,4,,4.0,3
43,0.1863458877759471,1,,1.0,1
44,3.2967374401741187,4,4.0,4.0,3
45,3.3317922998831415,4,4.0,4.0,3
46,0.7086201160020232,1,1.0,1.0,1
47,0.4140860628973509,1,,1.0,1
48,1.1368858984094266,2,2.0,2.0,2
49,1.356306169039158,2,,2.0,2
50,2.5332833419527305,3,3.0,3.0,3
51,1.7319729327887883,2,2.0,2.0,2
52,13.363492141827159,4,,4.0,5
53,0.3229053376058717,1,,1.0,1
54,0.702904546898873,1,1.0,1.0,1
55,0.5277406603038087,1,,1.0,1
56,3.176228174719247,4,4.0,4.0,3
57,0.8762416047218091,1,1.0,1.0,1
58,1.883824743222577,2,2.0,2.0,2
59,0.8408310411085913,1,1.0,1.0,1
60,0.5193823583196203,1,,1.0,1
61,0.35086623612345647,1,,1.0,1
62,3.204216569397429,4,4.0,4.0,3
63,0.44613681416487305,1,,1.0,1
64,0.6566418081151216,1,,1.0,1
65,1.38004189667916,2,,2.0,2
66,5.160994955334132,4,,4.0,4
67,0.30643465999369274,1,,1.0,1
68,5.4594567731850265,4,,4.0,4
69,0.3031043484157091,1,,1.0,1
70,11.24709435211377,4,,4.0,5
71,1.8970098079961442,2,2.0,2.0,2
72,11.285781516358618,4,,4.0,5
73,2.785435503850307,3,3.0,3.0,3
74,4.032735794060155,4,,4.0,3
75,0.11992890745053034,1,,1.0,1
76,0.997230735889867,1,1.0,1.0,1
77,0.3841702844235896,1,,1.0,1
78,1.0535282605905827,2,2.0,2.0,2
79,0.3791659251573086,1,,1.0,1
80,1.1481028733928635,2,2.0,2.0,2
81,1.604653158733067,2,,2.0,2
82,0.19889218947311715,1,,1.0,1
83,3.5375685813910245,4,,4.0,3
84,2.5082926356918835,3,3.0,3.0,3
85,0.9252445196155274,1,1.0,1.0,1
86,2.222276854762341,3,3.0,3.0,2
87,0.2959509410407515,1,,1.0,1
88,2.573686925956322,3,3.0,3.0,3
89,7.947767775033555,4,,4.0,5
90,1.1506806313273017,2,2.0,2.0,2
91,3.3025377637804842,4,4.0,4.0,3
92,0.42399214205768443,1,,1.0,1
93,3.779801496623141,4,,4.0,3
94,1.024962509405401,2,2.0,2.0,2
95,0.6070513103401649,1,,1.0,1
96,2.649387138868809,3,3.0,3.0,3
97,0.060937363041452655,1,,1.0,1
98,5.2972232328940745,4,,4.0,4
99,0.014119603712093025,1,,1.0,1
100,3.3979024025633864,4,4.0,4.0,3
101,0.9441650012411864,1,1.0,1.0,1
102,3.9862736403251025,4,,4.0,3
103,9.825429549127485,4,,4.0,5
104,0.8580629325823251,1,1.0,1.0,1
105,2.575178893063545,3,3.0,3.0,3
106,2.689772647753648,3,3.0,3.0,3
107,2.547662464813855,3,3.0,3.0,3
108,0.7572599863420592,1,1.0,1.0,1
109,9.156845114957283,4,,4.0,5
110,1.777872082829541,2,2.0,2.0,2
111,5.620379763789426,4,,4.0,4
112,3.6067156801667255,4,,4.0,3
113,1.0590603963872685,2,2.0,2.0,2
114,5.042766614306482,4,,4.0,4
115,1.5150562532340168,2,,2.0,2
116,6.388498094169391,4,,4.0,4
117,2.611607455663845,3,3.0,3.0,3
118,6.404491408381353,4,,4.0,4
119,3.538148786919204,4,,4.0,3
120,3.8757277888838404,4,,4.0,3
121,2.087398375785567,3,3.0,3.0,2
122,9.376404729060692,4,,4.0,5
123,3.0983910547656883,4,4.0,4.0,3
124,1.6541879944096056,2,,2.0,2
125,2.797208620272022,3,3.0,3.0,3
126,0.05813933695394836,1,,1.0,1
127,1.0767816495239113,2,2.0,2.0,2
128,3.2379605881885203,4,4.0,4.0,3
129,1.0277988625539223,2,2.0,2.0,2
130,2.8871251837217558,3,3.0,3.0,3
131,1.6798832225848606,2,,2.0,2
132,0.43672192022816547,1,,1.0,1
133,1.0626723887292246,2,2.0,2.0,2
134,2.53166541181068,3,3.0,3.0,3
135,2.681187222381908,3,3.0,3.0,3
136,2.5622391578266166,3,3.0,3.0,3
137,3.1770281944253718,4,4.0,4.0,3
138,3.1675487883777818,4,4.0,4.0,3
139,1.6938315083750752,2,,2.0,2
140,6.805901907322086,4,,4.0,5
141,1.3745186442675703,2,,2.0,2
142,1.7173846858450705,2,2.0,2.0,2
143,6.674743883333651,4,,4.0,5
144,4.922692691197196,4,,4.0,4
145,3.6510584655695464,4,,4.0,3
146,0.3168379333598636,1,,1.0,1
147,7.557846418651632,4,,4.0,5
148,3.7578225869958075,4,,4.0,3
149,20.296181202119172,4,,4.0,5
150,0.48561026009478475,1,,1.0,1
151,6.077726378225918,4,,4.0,4
152,0.5319767373335595,1,,1.0,1
153,2.8678992469466094,3,3.0,3.0,3
154,0.3965511303823835,1,,1.0,1
155,5.65178669963807,4,,4.0,4
156,4.940157279201729,4,,4.0,4
157,2.525642845447428,3,3.0,3.0,3
158,1.56861008798309,2,,2.0,2
159,0.2150261697793175,1,,1.0,1
160,3.5863157056458825,4,,4.0,3
161,1.8128972288905256,2,2.0,2.0,2
162,3.8410025501656877,4,,4.0,3
163,6.038318207027682,4,,4.0,4
164,11.129880906311909,4,,4.0,5
165,5.809731699800551,4,,4.0,4
166,0.03534970386695766,1,,1.0,1
167,1.3387584868896356,2,,2.0,2
168,3.927895099829005,4,,4.0,3
169,0.5648849246968661,1,,1.0,1
170,2.2083933198887973,3,3.0,3.0,2
171,0.16761016593920075,1,,1.0,1
172,0.6694176223324334,1,,1.0,1
173,0.056086412310139576,1,,1.0,1
174,4.735238179286838,4,,4.0,4
175,0.7605171361185753,1,1.0,1.0,1
176,1.2709713138989736,2,2.0,2.0,2
177,7.896656621290398,4,,4.0,5
178,3.6563904362437105,4,,4.0,3
179,0.09707043130621788,1,,1.0,1
180,0.5398720246562286,1,,1.0,1
181,2.914446432971619,3,3.0,3.0,3
182,2.582770933785649,3,3.0,3.0,3
183,0.8150042364666794,1,1.0,1.0,1
184,8.164044593104201,4,,4.0,5
185,2.855489149280661,3,3.0,3.0,3
186,2.3012390008055528,3,3.0,3.0,2
187,2.6741357205564564,3,3.0,3.0,3
188,3.929356149966656,4,,4.0,3
189,1.1216594874410628,2,2.0,2.0,2
190,1.5235953422881656,2,,2.0,2
191,0.706573700912169,1,1.0,1.0,1
192,0.6180961471657035,1,,1.0,1
193,8.667226853878107,4,,4.0,5
194,4.036042282182382,4,,4.0,3
195,2.0227337487278696,3,3.0,3.0,2
196,0.7740382870981879,1,1.0,1.0,1
197,0.8805229517693045,1,1.0,1.0,1
198,0.17934288192822928,1,,1.0,1
199,1.709692678148806,2,2.0,2.0,2
200,1.1210094057072872,2,2.0,2.0,2
201,3.5755743414315644,4,,4.0,3
202,1.4232488808378556,2,,2.0,2
203,0.5939032063083803,1,,1.0,1
204,0.0749650587550383,1,,1.0,1
205,0.20885301531960138,1,,1.0,1
206,3.4126154955218384,4,4.0,4.0,3
207,1.8137436827082172,2,2.0,2.0,2
208,2.3073594190030744,3,3.0,3.0,2
209,6.809520127594414,4,,4.0,5
210,13.918958014648513,4,,4.0,5
211,0.7334730791445652,1,1.0,1.0,1
212,3.263713296707847,4,4.0,4.0,3
213,0.9168147001246965,1,1.0,1.0,1
214,0.0626016396653483,1,,1.0,1
215,4.261150390491521,4,,4.0,3
216,1.1570631087834191,2,2.0,2.0,2
217,1.4509151768175959,2,,2.0,2
218,2.662505757269093,3,3.0,3.0,3
219,5.334429967632768,4,,4.0,4
220,2.9745128353942953,3,3.0,3.0,3
221,6.1824636731666445,4,,4.0,4
222,0.9587239709783144,1,1.0,1.0,1
223,4.799158378544514,4,,4.0,4
224,0.6160433102864918,1,,1.0,1
225,9.1595539288251,4,,4.0,5
